action	folder	filename	new_folder	new_filename	reason
stash-dupe	general-history	NotOneInchAmericaRussia-Sarotte-2021-YaleUP.pdf	_stash-duplicates	NotOneInchAmericaRussia-Sarotte-2021-YaleUP.pdf	duplicate of general-history/NotOneInchPostColdWarStalemate-Sarotte-2021-Yale.pdf (shorter title (23 vs 30 chars))
rename-pub	general-history	NotOneInchPostColdWarStalemate-Sarotte-2021-Yale.pdf	general-history	NotOneInchPostColdWarStalemate-Sarotte-2021-YaleUP.pdf	publisher slug Yale -> YaleUP
rename-pub	general-history	OnSavageShores-Pennock-2023-University-of-Pennsylvania-Press.pdf	general-history	OnSavageShores-Pennock-2023-PennUP.pdf	publisher slug University-of-Pennsylvania-Press -> PennUP
rename-pub	general-history	OnSavageShoresIndigenousAmericansEurope-Pennock-2011-University-of-Pennsylvania-Press.pdf	general-history	OnSavageShoresIndigenousAmericansEurope-Pennock-2011-PennUP.pdf	publisher slug University-of-Pennsylvania-Press -> PennUP
stash-dupe	general-history	OxfordHandbookHolocaustStudies-Hayes-2010-OxfordUP.pdf	_stash-duplicates	OxfordHandbookHolocaustStudies-Hayes-2010-OxfordUP.pdf	duplicate of reference-methodology/OxfordHandbookHolocaustStudies-Hayes-2010-Oxford.pdf (misfiled in general-history (winner: reference-methodology))
stash-dupe	general-history	PalestinianRefugeeProblem-Morris-2004-OxfordUP.pdf	_stash-duplicates	PalestinianRefugeeProblem-Morris-2004-OxfordUP.pdf	duplicate of middle-east-history/BirthPalestinianRefugeeProblem-Morris-2004-OxfordUP.pdf (misfiled in general-history (winner: middle-east-history); shorter title (25 vs 30 chars))
rename-pub	general-history	PinochetChileLondon-Stern-1998-PalgraveMacmillan.pdf	general-history	PinochetChileLondon-Stern-1998-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
stash-dupe	general-history	PiratesBarbary-Tinniswood-2010-OxfordUP.pdf	_stash-duplicates	PiratesBarbary-Tinniswood-2010-OxfordUP.pdf	duplicate of general-history/PiratesBarbaryCorsairs-Tinniswood-2010-Riverhead.pdf (shorter title (14 vs 22 chars))
rename-pub	general-history	PopesLawyersInfidels-Muldoon-1979-Pennsylvania-UP.pdf	general-history	PopesLawyersInfidels-Muldoon-1979-PennUP.pdf	publisher slug Pennsylvania-UP -> PennUP
stash-dupe	general-history	PreahVihear-Kasetsiri-2013-Unknown.pdf	_stash-duplicates	PreahVihear-Kasetsiri-2013-Unknown.pdf	duplicate of territorial-disputes/PreahVihearThaiCambodianConflict-Kasetsiri-2013-Unknown.pdf (misfiled in general-history (winner: territorial-disputes); shorter title (11 vs 32 chars))
rename-pub	general-history	RaceMakingAmericanPolitical-Blatt-2021-PalgraveMacmillan.pdf	general-history	RaceMakingAmericanPolitical-Blatt-2021-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
rename-pub	general-history	RealValkyrieVikingWarrior-Brown-2021-PalgraveMacmillan.pdf	general-history	RealValkyrieVikingWarrior-Brown-2021-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
stash-dupe	general-history	RedGold-Hemming-1978-PalgraveMacmillan.pdf	_stash-duplicates	RedGold-Hemming-1978-PalgraveMacmillan.pdf	duplicate of colonialism-slavery/RedGoldConquestBrazillianIndians-Hemming-1978-Macmillan.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (7 vs 32 chars))
rename-pub	general-history	RediscoveryAmerica-Blackhawk-2023-UniversityChicago.pdf	general-history	RediscoveryAmerica-Blackhawk-2023-ChicagoUP.pdf	publisher slug UniversityChicago -> ChicagoUP
rename-pub	general-history	RedStarRogue-Sewell-2006-BasicBooks.pdf	general-history	RedStarRogue-Sewell-2006-Basic.pdf	publisher slug BasicBooks -> Basic
rename-pub	general-history	RedStarRogueSubmarine-Sewell-2005-BasicBooks.pdf	general-history	RedStarRogueSubmarine-Sewell-2005-Basic.pdf	publisher slug BasicBooks -> Basic
stash-dupe	general-history	ReligiousPluralismIslamicLaw-Emon-2012-Oxford-University-Press.pdf	_stash-duplicates	ReligiousPluralismIslamicLaw-Emon-2012-Oxford-University-Press.pdf	duplicate of crusades-christianity/ReligiousPluralismIslamicLaw-Emon-2012-OxfordUP.pdf (misfiled in general-history (winner: crusades-christianity))
rename-pub	general-history	ReturnGreatPowerRivalry-Kroening-2020-Oxford.pdf	general-history	ReturnGreatPowerRivalry-Kroening-2020-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
stash-dupe	general-history	ReturnGreatPowerRivalry-Kroening-2020-Unknown.pdf	_stash-duplicates	ReturnGreatPowerRivalry-Kroening-2020-Unknown.pdf	duplicate of general-history/ReturnGreatPowerRivalry-Kroening-2020-Oxford.pdf (loser-publisher=Unknown)
stash-dupe	general-history	RevisitingOriginsHumanRights-Slotte-2015-Cambridge.pdf	_stash-duplicates	RevisitingOriginsHumanRights-Slotte-2015-Cambridge.pdf	duplicate of reference-methodology/RevisitingOriginsHumanRights-Slotte-2015-Cambridge-University-Press.pdf (misfiled in general-history (winner: reference-methodology))
rename-pub	general-history	Rubenstein--Jay-Armies-of-Heaven-The-First-Crusade-and-the-Quest-for-Apocalypse--2011--Basic-Books--.pdf	general-history	Rubenstein--Jay-Armies-of-Heaven-The-First-Crusade-and-the-Quest-for-Apocalypse--2011-Basic.pdf	publisher slug -Basic-Books-- -> Basic
stash-dupe	general-history	SahelCognitiveMapping-Idrissa-2020-Springer.pdf	_stash-duplicates	SahelCognitiveMapping-Idrissa-2020-Springer.pdf	duplicate of african-history/SahelCognitiveMapping-Idrissa-2020-Springer.pdf (misfiled in general-history (winner: african-history))
rename-pub	general-history	SaxoGrammaticusGestaDanorum-Saxo-0000-OxfordUniversityPress.pdf	general-history	SaxoGrammaticusGestaDanorum-Saxo-0000-OxfordUP.pdf	publisher slug OxfordUniversityPress -> OxfordUP
stash-dupe	general-history	SearchSovereigntyEuropeanEmpires-Benton-2009-Cambridge.pdf	_stash-duplicates	SearchSovereigntyEuropeanEmpires-Benton-2009-Cambridge.pdf	duplicate of colonialism-slavery/SearchSovereigntyLawGeographyEmpires-Benton-2009-CambridgeUP.pdf (misfiled in general-history (winner: colonialism-slavery); shorter title (32 vs 36 chars))
rename-pub	general-history	SecretHistoryCIAOperationsGuatemala-Cullather-2006-Stanford.pdf	general-history	SecretHistoryCIAOperationsGuatemala-Cullather-2006-StanfordUP.pdf	publisher slug Stanford -> StanfordUP
rename-pub	general-history	SelfishGeneAnniversary-Dawkins-2016-Oxford.epub	general-history	SelfishGeneAnniversary-Dawkins-2016-OxfordUP.epub	publisher slug Oxford -> OxfordUP
stash-dupe	general-history	SerbAlbanian-Vickers-1998-Columbia.pdf	_stash-duplicates	SerbAlbanian-Vickers-1998-Columbia.pdf	duplicate of middle-east-history/BetweenSerbAlbanianHistoryKosovo-Vickers-1998-Columbia-University-Press.pdf (misfiled in general-history (winner: middle-east-history); shorter title (12 vs 32 chars))
stash-dupe	general-history	SeventeenSeventySix-McCullough-2005-Simon-&-Schuster.pdf	_stash-duplicates	SeventeenSeventySix-McCullough-2005-Simon-&-Schuster.pdf	duplicate of general-history/SeventeenSeventySix-McCullough-2005-RandomHouse.pdf (tied; lower score)
rename-pub	general-history	ShortHistoryNearlyEverything-Bryson-2003-Random-House.epub	general-history	ShortHistoryNearlyEverything-Bryson-2003-RandomHouse.epub	publisher slug Random-House -> RandomHouse
rename-pub	general-history	SlavesWarfareIdeologyGreekHistorians-Hunt-1998-Cambridge.pdf	general-history	SlavesWarfareIdeologyGreekHistorians-Hunt-1998-CambridgeUP.pdf	publisher slug Cambridge -> CambridgeUP
stash-dupe	general-history	SovietPoliciesMiddleEast-Golan-1990-Cambridge.pdf	_stash-duplicates	SovietPoliciesMiddleEast-Golan-1990-Cambridge.pdf	duplicate of middle-east-history/SovietPoliciesMiddleEast-Golan-1990-OxfordUP.pdf (misfiled in general-history (winner: middle-east-history))
stash-dupe	general-history	StateUncivilSocietyThailandPreahVihear-Pawakapan-2013-Unknown.pdf	_stash-duplicates	StateUncivilSocietyThailandPreahVihear-Pawakapan-2013-Unknown.pdf	duplicate of territorial-disputes/ThailandTemplePreahVihear-Pawakapan-2013-Unknown.pdf (misfiled in general-history (winner: territorial-disputes))
stash-dupe	general-history	SwordShield-Andrew-2000-OxfordUP.pdf	_stash-duplicates	SwordShield-Andrew-2000-OxfordUP.pdf	duplicate of general-history/SwordShieldMitrokhinArchive-Andrew-2000-Basic-Books.pdf (shorter title (11 vs 27 chars))
rename-pub	general-history	SwordShieldMitrokhinArchive-Andrew-2000-Basic-Books.pdf	general-history	SwordShieldMitrokhinArchive-Andrew-2000-Basic.pdf	publisher slug Basic-Books -> Basic
rename-pub	general-history	TakingManhattanNewYork-Shorto-2004-Random-House.epub	general-history	TakingManhattanNewYork-Shorto-2004-RandomHouse.epub	publisher slug Random-House -> RandomHouse
rename-pub	general-history	TalmudRedFenceJudaism-Secunda-2014-Oxford.pdf	general-history	TalmudRedFenceJudaism-Secunda-2014-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
rename-pub	general-history	ThePrizeOil-Yergin-2012-Simon-&-Schuster.pdf	general-history	ThePrizeOil-Yergin-2012-SimonSchuster.pdf	publisher slug Simon-&-Schuster -> SimonSchuster
rename-pub	general-history	ThreeHundred-Miller-2012-Oxford-UP.pdf	general-history	ThreeHundred-Miller-2012-OxfordUP.pdf	publisher slug Oxford-UP -> OxfordUP
stash-dupe	general-history	TruthAboutProtocols-Graves-1921-TheTimes.pdf	_stash-duplicates	TruthAboutProtocols-Graves-1921-TheTimes.pdf	duplicate of general-history/TruthAboutTheProtocols-Graves-1921-TimesBooks.pdf (shorter title (19 vs 22 chars))
stash-dupe	general-history	VeilMaleEliteFeminism-Mernissi-1991-ACLS-Humanities.pdf	_stash-duplicates	VeilMaleEliteFeminism-Mernissi-1991-ACLS-Humanities.pdf	duplicate of general-history/VeilMaleEliteFeminism-Mernissi-1991-VersoBooks.pdf (tied; lower score)
rename-pub	general-history	VeilMaleEliteFeminism-Mernissi-1991-VersoBooks.pdf	general-history	VeilMaleEliteFeminism-Mernissi-1991-Verso.pdf	publisher slug VersoBooks -> Verso
rename-pub	general-history	VichyLawHolocaust-Weisberg-1996-New-York-University.pdf	general-history	VichyLawHolocaust-Weisberg-1996-NYUP.pdf	publisher slug New-York-University -> NYUP
stash-dupe	general-history	VikingWarriorWomenReassessingBirkaGrave-Price-2019-CambridgeUniversityPress.pdf	_stash-duplicates	VikingWarriorWomenReassessingBirkaGrave-Price-2019-CambridgeUniversityPress.pdf	duplicate of general-history/VikingWarriorWomenReassessingBirkaGraveBj581-Price-2019-CambridgeUP.pdf (shorter title (39 vs 44 chars))
rename-pub	general-history	WeAloneWillRule-Thomson-2002-Wisconsin.pdf	general-history	WeAloneWillRule-Thomson-2002-WisconsinUP.pdf	publisher slug Wisconsin -> WisconsinUP
stash-dupe	general-history	WesternSahara-Jensen-2005-Unknown.pdf	_stash-duplicates	WesternSahara-Jensen-2005-Unknown.pdf	duplicate of general-history/WesternSaharaStalemate-Jensen-2005-Lynne-Rienner.pdf (loser-publisher=Unknown; shorter title (13 vs 22 chars))
stash-dupe	general-history	WesternSahara-Zunes-2010-Unknown.pdf	_stash-duplicates	WesternSahara-Zunes-2010-Unknown.pdf	duplicate of general-history/WesternSaharaConflict-Zunes-2010-Syracuse-University.pdf (loser-publisher=Unknown; shorter title (13 vs 21 chars))
rename-pub	general-history	WesternSaharaConflict-Zunes-2010-Syracuse-University.pdf	general-history	WesternSaharaConflict-Zunes-2010-SyracuseUP.pdf	publisher slug Syracuse-University -> SyracuseUP
stash-dupe	general-history	WhatWeKnewWasLostOralHistoryGreekCypriot-Peristianis-2019-ResearchGate-v2.pdf	_stash-duplicates	WhatWeKnewWasLostOralHistoryGreekCypriot-Peristianis-2019-ResearchGate-v2.pdf	duplicate of general-history/WhatWeKnewWasLostOralHistoryGreekCypriot-Peristianis-2019-ResearchGate.pdf (-v2 suffix)
stash-dupe	general-history	WomenCrucibleConquest-Powers-2005-Unknown.pdf	_stash-duplicates	WomenCrucibleConquest-Powers-2005-Unknown.pdf	duplicate of colonialism-slavery/WomenCrucibleConquestGendered-Powers-2005-UNC-Press.pdf (loser-publisher=Unknown; misfiled in general-history (winner: colonialism-slavery); shorter title (21 vs 29 chars))
rename-pub	general-history	WomenGenderIslam-Ahmed-1992-Yale.pdf	general-history	WomenGenderIslam-Ahmed-1992-YaleUP.pdf	publisher slug Yale -> YaleUP
rename-pub	general-history	WomenIslamAbbasid-Cheikh-2004-Harvard.pdf	general-history	WomenIslamAbbasid-Cheikh-2004-HarvardUP.pdf	publisher slug Harvard -> HarvardUP
rename-pub	general-history	WomenMosqueHistory-Katz-2014-Columbia.pdf	general-history	WomenMosqueHistory-Katz-2014-ColumbiaUP.pdf	publisher slug Columbia -> ColumbiaUP
stash-dupe	general-history	WomenOldNorseLiterature-Friðriksdóttir-2013-Palgrave.pdf	_stash-duplicates	WomenOldNorseLiterature-Friðriksdóttir-2013-Palgrave.pdf	duplicate of general-history/WomenOldNorseLiterature-Friðriksdóttir-2013-OxfordUP.pdf (tied; lower score)
rename-pub	general-history	WorldHistoryViolence-Antony-2011-Cambridge-University-Press.pdf	general-history	WorldHistoryViolence-Antony-2011-CambridgeUP.pdf	publisher slug Cambridge-University-Press -> CambridgeUP
rename-pub	general-history	WorldWasGoingOurWay-Andrew-2005-Basic-Books.pdf	general-history	WorldWasGoingOurWay-Andrew-2005-Basic.pdf	publisher slug Basic-Books -> Basic
rename-pub	general-history	WretchedEarth-Fanon-2004-GrovePress.pdf	general-history	WretchedEarth-Fanon-2004-Grove.pdf	publisher slug GrovePress -> Grove
stash-dupe	general-history	YoungTurksCrimeHumanity-Akçam-2012-OxfordUP.pdf	_stash-duplicates	YoungTurksCrimeHumanity-Akçam-2012-OxfordUP.pdf	duplicate of territorial-disputes/YoungTurksCrimeAgainstHumanityArmenianGenocid-Akçam-2012-PrincetonUP.pdf (misfiled in general-history (winner: territorial-disputes); shorter title (23 vs 45 chars))
rename-pub	general-history	YugoslaviaDeathNation-Silber-1997-Penguin-Books.pdf	general-history	YugoslaviaDeathNation-Silber-1997-Penguin.pdf	publisher slug Penguin-Books -> Penguin
rename-pub	middle-east-history	AllShahsMenAmericanCoupRootsMiddleEastTe-Kinzer-2013-John-Wiley-&-Sons.pdf	middle-east-history	AllShahsMenAmericanCoupRootsMiddleEastTe-Kinzer-2013-Wiley.pdf	publisher slug John-Wiley-&-Sons -> Wiley
stash-dupe	middle-east-history	ArmedStruggleAndTheSearchForState-Sayigh-1997-OxfordUP.pdf	_stash-duplicates	ArmedStruggleAndTheSearchForState-Sayigh-1997-OxfordUP.pdf	duplicate of middle-east-history/ArmedStruggleSearchStatePalestinianMovem-Sayigh-1997-CambridgeUP.pdf (shorter title (33 vs 40 chars))
rename-pub	middle-east-history	BetweenSerbAlbanianHistoryKosovo-Vickers-1998-Columbia-University-Press.pdf	middle-east-history	BetweenSerbAlbanianHistoryKosovo-Vickers-1998-ColumbiaUP.pdf	publisher slug Columbia-University-Press -> ColumbiaUP
rename-pub	middle-east-history	CaseIsrael-Dershowitz-2011-BasicBooks.pdf	middle-east-history	CaseIsrael-Dershowitz-2011-Basic.pdf	publisher slug BasicBooks -> Basic
rename-pub	middle-east-history	CrescentObscuredUnitedStatesMuslimWorld1-Allison-1776-Chicago.pdf	middle-east-history	CrescentObscuredUnitedStatesMuslimWorld1-Allison-1776-ChicagoUP.pdf	publisher slug Chicago -> ChicagoUP
rename-pub	middle-east-history	DemocracyIranFailedMightSucceed-Parsa-2016-Harvard.pdf	middle-east-history	DemocracyIranFailedMightSucceed-Parsa-2016-HarvardUP.pdf	publisher slug Harvard -> HarvardUP
rename-pub	middle-east-history	DenialViolenceOttomanPastTurkishPresentC-Göçek-1789-Oxford.pdf	middle-east-history	DenialViolenceOttomanPastTurkishPresentC-Göçek-1789-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
rename-pub	middle-east-history	FatefulTriangleIsraelPalestine-Chomsky-1999-VersoBooks.pdf	middle-east-history	FatefulTriangleIsraelPalestine-Chomsky-1999-Verso.pdf	publisher slug VersoBooks -> Verso
stash-dupe	middle-east-history	FatefulTriangleIsraelPalestinians-Chomsky-1983-VersoBooks.pdf	_stash-duplicates	FatefulTriangleIsraelPalestinians-Chomsky-1983-VersoBooks.pdf	duplicate of middle-east-history/FatefulTriangleTheUnitedStatesIsraelAndPalest-Chomsky-1983-PlutoPress.pdf (shorter title (33 vs 45 chars))
rename-pub	middle-east-history	HeraclitusAndIran-Duchesne-Guillemin-1963-UniversityOfChicagoPress.pdf	middle-east-history	HeraclitusAndIran-Duchesne-Guillemin-1963-ChicagoUP.pdf	publisher slug UniversityOfChicagoPress -> ChicagoUP
rename-pub	middle-east-history	ImageAndRealityOfTheIsraelPalestineConflict-Finkelstein-1995-VersoBooks.pdf	middle-east-history	ImageAndRealityOfTheIsraelPalestineConflict-Finkelstein-1995-Verso.pdf	publisher slug VersoBooks -> Verso
rename-pub	middle-east-history	IransIntellectualRevolution-Kamrava-2008-Cambridge.azw3	middle-east-history	IransIntellectualRevolution-Kamrava-2008-CambridgeUP.azw3	publisher slug Cambridge -> CambridgeUP
rename-pub	middle-east-history	IronWallIsraelAndTheArabWorld-Shlaim-2000-NortonCo.pdf	middle-east-history	IronWallIsraelAndTheArabWorld-Shlaim-2000-Norton.pdf	publisher slug NortonCo -> Norton
stash-dupe	middle-east-history	JewsArabLands-Stillman-1979-OxfordUP.pdf	_stash-duplicates	JewsArabLands-Stillman-1979-OxfordUP.pdf	duplicate of reference-methodology/JewsArabLandsHistory-Stillman-1979-Jewish-Publication-Society-of-America.pdf (shorter title (13 vs 20 chars))
stash-dupe	middle-east-history	JewsArabLandsHistory-Stillman-1979-Unknown.pdf	_stash-duplicates	JewsArabLandsHistory-Stillman-1979-Unknown.pdf	duplicate of reference-methodology/JewsArabLandsHistory-Stillman-1979-Jewish-Publication-Society-of-America.pdf (loser-publisher=Unknown)
rename-pub	middle-east-history	KhomeinismEssaysIslamicRepublic-Abrahamian-2012-Berkeley.pdf	middle-east-history	KhomeinismEssaysIslamicRepublic-Abrahamian-2012-BerkeleyUP.pdf	publisher slug Berkeley -> BerkeleyUP
stash-dupe	middle-east-history	KillingOrdersTalatPashaSTelegrams-Akçam-2018-Palgrave.pdf	_stash-duplicates	KillingOrdersTalatPashaSTelegrams-Akçam-2018-Palgrave.pdf	duplicate of territorial-disputes/TalatPashaSTelegramsAndTheArmenianGenocide-Akçam-2018-Palgrave.pdf (shorter title (33 vs 42 chars))
rename-pub	middle-east-history	LineInTheSandTheAngloFrenchStruggle-Barr-2011-NortonCo.pdf	middle-east-history	LineInTheSandTheAngloFrenchStruggle-Barr-2011-Norton.pdf	publisher slug NortonCo -> Norton
stash-dupe	middle-east-history	LineSand-Barr-2011-OxfordUP.pdf	_stash-duplicates	LineSand-Barr-2011-OxfordUP.pdf	duplicate of middle-east-history/LineInTheSandTheAngloFrenchStruggle-Barr-2011-NortonCo.pdf (shorter title (8 vs 35 chars))
rename-pub	middle-east-history	MarriageMoneyDivorceMedievalIslamicSocie-Rapoport-2005-Cambridge.pdf	middle-east-history	MarriageMoneyDivorceMedievalIslamicSocie-Rapoport-2005-CambridgeUP.pdf	publisher slug Cambridge -> CambridgeUP
rename-pub	middle-east-history	ModernIran10129879780300194739LibgenLi-Kagan-2018-Yale-University-Press.pdf	middle-east-history	ModernIran10129879780300194739LibgenLi-Kagan-2018-YaleUP.pdf	publisher slug Yale-University-Press -> YaleUP
rename-pub	middle-east-history	PalestineArabIsraeliConflict-Smith-2016-RoutledgeBooks.pdf	middle-east-history	PalestineArabIsraeliConflict-Smith-2016-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
rename-pub	middle-east-history	PalestineArabIsraeliConflict-Smith-2020-RoutledgeBooks.pdf	middle-east-history	PalestineArabIsraeliConflict-Smith-2020-Routledge.pdf	publisher slug RoutledgeBooks -> Routledge
rename-pub	middle-east-history	ParanoidApocalypse-Landes-2012-NYUPress.pdf	middle-east-history	ParanoidApocalypse-Landes-2012-NYU.pdf	publisher slug NYUPress -> NYU
stash-dupe	middle-east-history	PlotProtocolsEldersZion-Eisner-2005-Unknown.pdf	_stash-duplicates	PlotProtocolsEldersZion-Eisner-2005-Unknown.pdf	duplicate of reference-methodology/PlotSecretProtocolsZion-Eisner-2005-W.-W.-Norton-&-Company.pdf (loser-publisher=Unknown)
rename-pub	middle-east-history	ProtocolsEldersZionJewishPress-BalakirskyKatz-2012-NYUPress.pdf	middle-east-history	ProtocolsEldersZionJewishPress-BalakirskyKatz-2012-NYU.pdf	publisher slug NYUPress -> NYU
rename-pub	middle-east-history	QuestionPalestine-Said-2015-VersoBooks.pdf	middle-east-history	QuestionPalestine-Said-2015-Verso.pdf	publisher slug VersoBooks -> Verso
rename-pub	middle-east-history	RediscoveringPalestineMerchantsPeasantsJ-Doumani-1700-Berkeley.pdf	middle-east-history	RediscoveringPalestineMerchantsPeasantsJ-Doumani-1700-BerkeleyUP.pdf	publisher slug Berkeley -> BerkeleyUP
rename-pub	middle-east-history	RevolutionWithoutRevolutionariesMakingSe-Bayat-2017-Stanford.pdf	middle-east-history	RevolutionWithoutRevolutionariesMakingSe-Bayat-2017-StanfordUP.pdf	publisher slug Stanford -> StanfordUP
rename-pub	middle-east-history	UnknownTitle-Crane-2020-Johns-Hopkins.pdf	middle-east-history	UnknownTitle-Crane-2020-JohnsHopkinsUP.pdf	publisher slug Johns-Hopkins -> JohnsHopkinsUP
rename-pub	middle-east-history	UnthinkableRevolutionIran-Kurzman-2005-Harvard.pdf	middle-east-history	UnthinkableRevolutionIran-Kurzman-2005-HarvardUP.pdf	publisher slug Harvard -> HarvardUP
rename-pub	middle-east-history	VanguardImamReligionPoliticsIransRevolut-Afshon-2016-Oxford.pdf	middle-east-history	VanguardImamReligionPoliticsIransRevolut-Afshon-2016-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
stash-dupe	middle-east-history	WarrantGenocideProtocolsElders-Cohn-2005-OxfordUP.pdf	_stash-duplicates	WarrantGenocideProtocolsElders-Cohn-2005-OxfordUP.pdf	duplicate of reference-methodology/WarrantGenocideJewishConspiracyProtocols-Cohn-2005-Serif.pdf (shorter title (30 vs 40 chars))
rename-pub	middle-east-history	YoungTurksCrimeAgainstHumanityArmenianGe-Akçam-1815-Princeton.pdf	middle-east-history	YoungTurksCrimeAgainstHumanityArmenianGe-Akçam-1815-PrincetonUP.pdf	publisher slug Princeton -> PrincetonUP
stash-dupe	reference-methodology	AmericanHolocaust-Stannard-1992-Oxford.pdf	_stash-duplicates	AmericanHolocaust-Stannard-1992-Oxford.pdf	duplicate of colonialism-slavery/AmericanHolocaust-Stannard-1992-OxfordUP.pdf (tied; lower score)
rename-pub	reference-methodology	ArmiesHeavenFirstCrusadeApocalypse-Rubenstein-2011-Basic-Books.pdf	reference-methodology	ArmiesHeavenFirstCrusadeApocalypse-Rubenstein-2011-Basic.pdf	publisher slug Basic-Books -> Basic
rename-pub	reference-methodology	AuschwitzDeathCampAnatomy-Gutman-1994-Indiana-University-Press.pdf	reference-methodology	AuschwitzDeathCampAnatomy-Gutman-1994-IndianaUP.pdf	publisher slug Indiana-University-Press -> IndianaUP
rename-pub	reference-methodology	BlackSunAryanCultsNazism-Goodrick-Clarke-2002-New-York-University-Press.pdf	reference-methodology	BlackSunAryanCultsNazism-Goodrick-Clarke-2002-NYUP.pdf	publisher slug New-York-University-Press -> NYUP
rename-pub	reference-methodology	CambridgeWorldHistoryViolence-Antony-2020-Cambridge.pdf	reference-methodology	CambridgeWorldHistoryViolence-Antony-2020-CambridgeUP.pdf	publisher slug Cambridge -> CambridgeUP
rename-pub	reference-methodology	CambridgeWorldHistoryViolence-Gordon-2020-Cambridge.pdf	reference-methodology	CambridgeWorldHistoryViolence-Gordon-2020-CambridgeUP.pdf	publisher slug Cambridge -> CambridgeUP
rename-pub	reference-methodology	GreatDivergenceChinaEuropeEconomy-Pomeranz-2000-Princeton-University-Press.pdf	reference-methodology	GreatDivergenceChinaEuropeEconomy-Pomeranz-2000-PrincetonUP.pdf	publisher slug Princeton-University-Press -> PrincetonUP
rename-pub	reference-methodology	HolocaustNaziPersecutionJews-Longerich-2010-Oxford.pdf	reference-methodology	HolocaustNaziPersecutionJews-Longerich-2010-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
stash-dupe	reference-methodology	LieWouldnDieProtocolsElders-Ben-Itto-2005-Vallentine-Mitchell.pdf	_stash-duplicates	LieWouldnDieProtocolsElders-Ben-Itto-2005-Vallentine-Mitchell.pdf	duplicate of reference-methodology/LieWouldntDieProtocolsElders-Ben-Itto-2005-YaleUP.pdf (shorter title (27 vs 28 chars))
rename-pub	reference-methodology	MythNationsMedievalEurope-Geary-1948-Princeton.pdf	reference-methodology	MythNationsMedievalEurope-Geary-1948-PrincetonUP.pdf	publisher slug Princeton -> PrincetonUP
rename-pub	reference-methodology	MythNationsMedievalEurope-Geary-2002-Princeton-University-Press.pdf	reference-methodology	MythNationsMedievalEurope-Geary-2002-PrincetonUP.pdf	publisher slug Princeton-University-Press -> PrincetonUP
rename-pub	reference-methodology	NonExistentManuscriptProtocols-Michelis-2004-University-of-Nebraska-Press.pdf	reference-methodology	NonExistentManuscriptProtocols-Michelis-2004-Nebraska-UP.pdf	publisher slug University-of-Nebraska-Press -> Nebraska-UP
rename-pub	reference-methodology	OxfordHandbookHolocaustStudies-Hayes-2010-Oxford.pdf	reference-methodology	OxfordHandbookHolocaustStudies-Hayes-2010-OxfordUP.pdf	publisher slug Oxford -> OxfordUP
rename-pub	reference-methodology	ParanoidApocalypseProtocolsZion-Katz-2015-New-York-University-Press.pdf	reference-methodology	ParanoidApocalypseProtocolsZion-Katz-2015-NYUP.pdf	publisher slug New-York-University-Press -> NYUP
rename-pub	reference-methodology	RevisitingOriginsHumanRights-Slotte-2015-Cambridge-University-Press.pdf	reference-methodology	RevisitingOriginsHumanRights-Slotte-2015-CambridgeUP.pdf	publisher slug Cambridge-University-Press -> CambridgeUP
rename-pub	territorial-disputes	BakassiPoliticsExclusionOccupation-Kinni-2013-PalgraveMacmillan.pdf	territorial-disputes	BakassiPoliticsExclusionOccupation-Kinni-2013-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
stash-dupe	territorial-disputes	BetweenSerbAlbanianHistoryKosovo-Vickers-1998-ColumbiaUP.pdf	_stash-duplicates	BetweenSerbAlbanianHistoryKosovo-Vickers-1998-ColumbiaUP.pdf	duplicate of middle-east-history/BetweenSerbAlbanianHistoryKosovo-Vickers-1998-Columbia-University-Press.pdf (tied; lower score)
rename-pub	territorial-disputes	BeyondLinesAutobiography-Nayar-2012-PalgraveMacmillan.pdf	territorial-disputes	BeyondLinesAutobiography-Nayar-2012-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
rename-pub	territorial-disputes	BlackGardenArmeniaAzerbaijanPeaceWar-Waal-2013-NYUPress.pdf	territorial-disputes	BlackGardenArmeniaAzerbaijanPeaceWar-Waal-2013-NYU.pdf	publisher slug NYUPress -> NYU
rename-pub	territorial-disputes	CameroonNigeriaBorderDisputeManagementResolut-Lukong-2011-PalgraveMacmillan.pdf	territorial-disputes	CameroonNigeriaBorderDisputeManagementResolut-Lukong-2011-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
rename-pub	territorial-disputes	CyprusConflicts-Doudaki-2017-PalgraveMacmillan.pdf	territorial-disputes	CyprusConflicts-Doudaki-2017-Palgrave.pdf	publisher slug PalgraveMacmillan -> Palgrave
